source_class_id,source_class_name,target_context_class_id,target_context_class_name,compatibility_score,compatibility_level
4,avocado,97,walnut,0.0,low
4,avocado,98,watermelon,0.0,low
4,avocado,99,white button mushroom,0.0,low
4,avocado,100,white radish,0.0,low
4,avocado,101,wine,0.02381,medium
4,avocado,102,wonton dumplings,0.0,low
5,bamboo shoots,0,almond,0.0,low
5,bamboo shoots,1,apple,0.0,low
5,bamboo shoots,2,apricot,0.0,low
5,bamboo shoots,3,asparagus,0.0,low
5,bamboo shoots,4,avocado,0.0,low
5,bamboo shoots,6,banana,0.0,low
5,bamboo shoots,7,bean sprouts,0.0,low
5,bamboo shoots,8,biscuit,0.0,low
5,bamboo shoots,9,blueberry,0.0,low
5,bamboo shoots,10,bread,0.0,low
5,bamboo shoots,11,broccoli,0.0,low
5,bamboo shoots,12,cabbage,0.0,low
5,bamboo shoots,13,cake,0.0,low
5,bamboo shoots,14,candy,0.0,low
5,bamboo shoots,15,carrot,0.0,low
5,bamboo shoots,16,cashew,0.0,low
5,bamboo shoots,17,cauliflower,0.0,low
5,bamboo shoots,18,celery stick,0.0,low
5,bamboo shoots,19,cheese butter,0.0,low
5,bamboo shoots,20,cherry,0.0,low
5,bamboo shoots,21,chicken duck,0.0,low
5,bamboo shoots,22,chocolate,0.0,low
5,bamboo shoots,23,cilantro mint,0.0,low
5,bamboo shoots,24,coffee,0.0,low
5,bamboo shoots,25,corn,0.0,low
5,bamboo shoots,26,crab,0.0,low
5,bamboo shoots,27,cucumber,0.0,low
5,bamboo shoots,28,date,0.0,low
5,bamboo shoots,29,dried cranberries,0.0,low
5,bamboo shoots,30,egg,0.0,low
5,bamboo shoots,31,egg tart,0.0,low
5,bamboo shoots,32,eggplant,0.0,low
5,bamboo shoots,33,enoki mushroom,0.0,low
5,bamboo shoots,34,fig,0.0,low
5,bamboo shoots,35,fish,0.0,low
5,bamboo shoots,36,french beans,0.0,low
5,bamboo shoots,37,french fries,0.0,low
5,bamboo shoots,38,fried meat,0.0,low
5,bamboo shoots,39,garlic,0.0,low
5,bamboo shoots,40,ginger,0.0,low
5,bamboo shoots,41,grape,0.0,low
5,bamboo shoots,42,green beans,0.0,low
5,bamboo shoots,43,hamburg,0.0,low
5,bamboo shoots,44,hanamaki baozi,0.0,low
5,bamboo shoots,45,ice cream,0.0,low
5,bamboo shoots,46,juice,0.0,low
5,bamboo shoots,47,kelp,0.0,low
5,bamboo shoots,48,king oyster mushroom,0.0,low
5,bamboo shoots,49,kiwi,0.0,low
5,bamboo shoots,50,lamb,0.0,low
5,bamboo shoots,51,lemon,0.0,low
5,bamboo shoots,52,lettuce,0.0,low
5,bamboo shoots,53,mango,0.0,low
5,bamboo shoots,54,melon,0.0,low
5,bamboo shoots,55,milk,0.0,low
5,bamboo shoots,56,milkshake,0.0,low
5,bamboo shoots,57,noodles,0.0,low
5,bamboo shoots,58,okra,0.0,low
5,bamboo shoots,59,olives,0.0,low
5,bamboo shoots,60,onion,0.0,low
5,bamboo shoots,61,orange,0.0,low
5,bamboo shoots,62,other ingredients,0.0,low
5,bamboo shoots,63,oyster mushroom,0.0,low
5,bamboo shoots,64,pasta,0.0,low
5,bamboo shoots,65,peach,0.0,low
5,bamboo shoots,66,peanut,0.0,low
5,bamboo shoots,67,pear,0.0,low
5,bamboo shoots,68,pepper,0.0,low
5,bamboo shoots,69,pie,0.0,low
5,bamboo shoots,70,pineapple,0.0,low
5,bamboo shoots,71,pizza,0.0,low
5,bamboo shoots,72,popcorn,0.0,low
5,bamboo shoots,73,pork,0.0,low
5,bamboo shoots,74,potato,0.0,low
5,bamboo shoots,75,pudding,0.0,low
5,bamboo shoots,76,pumpkin,0.0,low
5,bamboo shoots,77,rape,0.0,low
5,bamboo shoots,78,raspberry,0.0,low
5,bamboo shoots,79,red beans,0.0,low
5,bamboo shoots,80,rice,0.0,low
5,bamboo shoots,81,salad,0.0,low
5,bamboo shoots,82,sauce,0.0,low
5,bamboo shoots,83,sausage,0.0,low
5,bamboo shoots,84,seaweed,0.0,low
5,bamboo shoots,85,shellfish,0.0,low
5,bamboo shoots,86,shiitake,0.0,low
5,bamboo shoots,87,shrimp,0.0,low
5,bamboo shoots,88,snow peas,0.0,low
5,bamboo shoots,89,soup,0.0,low
5,bamboo shoots,90,soy,0.0,low
5,bamboo shoots,91,spring onion,0.0,low
5,bamboo shoots,92,steak,0.0,low
5,bamboo shoots,93,strawberry,0.0,low
5,bamboo shoots,94,tea,0.0,low
5,bamboo shoots,95,tofu,0.0,low
5,bamboo shoots,96,tomato,0.0,low
5,bamboo shoots,97,walnut,0.0,low
5,bamboo shoots,98,watermelon,0.0,low
5,bamboo shoots,99,white button mushroom,0.0,low
5,bamboo shoots,100,white radish,0.0,low
5,bamboo shoots,101,wine,0.0,low
5,bamboo shoots,102,wonton dumplings,0.0,low
6,banana,0,almond,0.0,low
6,banana,1,apple,0.1,high
6,banana,2,apricot,0.0,low
6,banana,3,asparagus,0.0,low
6,banana,4,avocado,0.0,low
6,banana,5,bamboo shoots,0.0,low
6,banana,7,bean sprouts,0.0,low
6,banana,8,biscuit,0.0125,medium
6,banana,9,blueberry,0.075,high
6,banana,10,bread,0.2375,high
6,banana,11,broccoli,0.0,low
6,banana,12,cabbage,0.0,low
6,banana,13,cake,0.2,high
6,banana,14,candy,0.0,low
6,banana,15,carrot,0.0125,medium
6,banana,16,cashew,0.0,low
6,banana,17,cauliflower,0.0,low
6,banana,18,celery stick,0.0125,medium
6,banana,19,cheese butter,0.075,high
6,banana,20,cherry,0.0375,medium
6,banana,21,chicken duck,0.0125,medium
6,banana,22,chocolate,0.0125,medium
6,banana,23,cilantro mint,0.0375,medium
6,banana,24,coffee,0.025,medium
6,banana,25,corn,0.0,low
6,banana,26,crab,0.0,low
6,banana,27,cucumber,0.025,medium
6,banana,28,date,0.0,low
6,banana,29,dried cranberries,0.0,low
6,banana,30,egg,0.05,high
6,banana,31,egg tart,0.0,low
6,banana,32,eggplant,0.0,low
6,banana,33,enoki mushroom,0.0,low
6,banana,34,fig,0.0,low
6,banana,35,fish,0.0,low
6,banana,36,french beans,0.0,low
6,banana,37,french fries,0.0,low
6,banana,38,fried meat,0.0,low
6,banana,39,garlic,0.0,low
6,banana,40,ginger,0.0,low
6,banana,41,grape,0.1,high
6,banana,42,green beans,0.0,low
6,banana,43,hamburg,0.0,low
6,banana,44,hanamaki baozi,0.0,low
6,banana,45,ice cream,0.1625,high
6,banana,46,juice,0.05,high
6,banana,47,kelp,0.0,low
6,banana,48,king oyster mushroom,0.0,low
6,banana,49,kiwi,0.0,low
6,banana,50,lamb,0.0,low
6,banana,51,lemon,0.025,medium
6,banana,52,lettuce,0.025,medium
6,banana,53,mango,0.05,high
6,banana,54,melon,0.0125,medium
6,banana,55,milk,0.0375,medium
6,banana,56,milkshake,0.175,high
6,banana,57,noodles,0.0,low
6,banana,58,okra,0.0,low
6,banana,59,olives,0.0,low
6,banana,60,onion,0.0,low
6,banana,61,orange,0.1,high
6,banana,62,other ingredients,0.0,low
6,banana,63,oyster mushroom,0.0,low
6,banana,64,pasta,0.0,low
6,banana,65,peach,0.025,medium
6,banana,66,peanut,0.0,low
6,banana,67,pear,0.0,low
6,banana,68,pepper,0.0,low
6,banana,69,pie,0.125,high
6,banana,70,pineapple,0.0875,high
6,banana,71,pizza,0.0125,medium
6,banana,72,popcorn,0.0,low
6,banana,73,pork,0.0125,medium
6,banana,74,potato,0.0,low
6,banana,75,pudding,0.0,low
6,banana,76,pumpkin,0.0,low
6,banana,77,rape,0.0,low
6,banana,78,raspberry,0.025,medium
6,banana,79,red beans,0.0125,medium
6,banana,80,rice,0.0,low
6,banana,81,salad,0.0125,medium
6,banana,82,sauce,0.075,high
6,banana,83,sausage,0.05,high
6,banana,84,seaweed,0.0,low
6,banana,85,shellfish,0.0,low
6,banana,86,shiitake,0.0,low
6,banana,87,shrimp,0.0,low
6,banana,88,snow peas,0.0,low
6,banana,89,soup,0.0,low
6,banana,90,soy,0.0,low
6,banana,91,spring onion,0.0,low
6,banana,92,steak,0.0,low
6,banana,93,strawberry,0.3625,high
6,banana,94,tea,0.0,low
6,banana,95,tofu,0.0,low
6,banana,96,tomato,0.0,low
6,banana,97,walnut,0.0,low
6,banana,98,watermelon,0.0,low
6,banana,99,white button mushroom,0.0125,medium
6,banana,100,white radish,0.0,low
6,banana,101,wine,0.0,low
6,banana,102,wonton dumplings,0.0,low
7,bean sprouts,0,almond,0.0,low
7,bean sprouts,1,apple,0.0,low
7,bean sprouts,2,apricot,0.0,low
7,bean sprouts,3,asparagus,0.0,low
7,bean sprouts,4,avocado,0.14286,high
7,bean sprouts,5,bamboo shoots,0.0,low
7,bean sprouts,6,banana,0.0,low
7,bean sprouts,8,biscuit,0.0,low
7,bean sprouts,9,blueberry,0.0,low
7,bean sprouts,10,bread,0.28571,high
7,bean sprouts,11,broccoli,0.07143,high
