aug_id,base_stem,base_image_path,base_mask_path,aug_type,source_patch_id,source_class_id,target_x,target_y,output_image_path,output_mask_path
180_light_color_00,180,00000180.jpg,00000180.png,light_color,,,,,180_light_color_00.png,180_light_color_00.png
181_light_color_00,181,00000181.jpg,00000181.png,light_color,,,,,181_light_color_00.png,181_light_color_00.png
184_hard_crop_00,184,00000184.jpg,00000184.png,hard_crop,,,,,184_hard_crop_00.png,184_hard_crop_00.png
184_hard_crop_01,184,00000184.jpg,00000184.png,hard_crop,,,,,184_hard_crop_01.png,184_hard_crop_01.png
186_light_color_00,186,00000186.jpg,00000186.png,light_color,,,,,186_light_color_00.png,186_light_color_00.png
187_light_color_00,187,00000187.jpg,00000187.png,light_color,,,,,187_light_color_00.png,187_light_color_00.png
190_light_color_00,190,00000190.jpg,00000190.png,light_color,,,,,190_light_color_00.png,190_light_color_00.png
191_hard_crop_00,191,00000191.jpg,00000191.png,hard_crop,,,,,191_hard_crop_00.png,191_hard_crop_00.png
191_hard_crop_01,191,00000191.jpg,00000191.png,hard_crop,,,,,191_hard_crop_01.png,191_hard_crop_01.png
192_light_color_00,192,00000192.jpg,00000192.png,light_color,,,,,192_light_color_00.png,192_light_color_00.png
193_light_color_00,193,00000193.jpg,00000193.png,light_color,,,,,193_light_color_00.png,193_light_color_00.png
194_hard_crop_00,194,00000194.jpg,00000194.png,hard_crop,,,,,194_hard_crop_00.png,194_hard_crop_00.png
194_hard_crop_01,194,00000194.jpg,00000194.png,hard_crop,,,,,194_hard_crop_01.png,194_hard_crop_01.png
195_light_color_00,195,00000195.jpg,00000195.png,light_color,,,,,195_light_color_00.png,195_light_color_00.png
196_light_color_00,196,00000196.jpg,00000196.png,light_color,,,,,196_light_color_00.png,196_light_color_00.png
199_light_color_00,199,00000199.jpg,00000199.png,light_color,,,,,199_light_color_00.png,199_light_color_00.png
200_light_color_00,200,00000200.jpg,00000200.png,light_color,,,,,200_light_color_00.png,200_light_color_00.png
201_hard_crop_00,201,00000201.jpg,00000201.png,hard_crop,,,,,201_hard_crop_00.png,201_hard_crop_00.png
201_hard_crop_01,201,00000201.jpg,00000201.png,hard_crop,,,,,201_hard_crop_01.png,201_hard_crop_01.png
202_hard_crop_00,202,00000202.jpg,00000202.png,hard_crop,,,,,202_hard_crop_00.png,202_hard_crop_00.png
202_hard_crop_01,202,00000202.jpg,00000202.png,hard_crop,,,,,202_hard_crop_01.png,202_hard_crop_01.png
205_rare_crop_00,205,00000205.jpg,00000205.png,rare_crop,,,,,205_rare_crop_00.png,205_rare_crop_00.png
205_rare_crop_01,205,00000205.jpg,00000205.png,rare_crop,,,,,205_rare_crop_01.png,205_rare_crop_01.png
205_rare_crop_02,205,00000205.jpg,00000205.png,rare_crop,,,,,205_rare_crop_02.png,205_rare_crop_02.png
211_light_color_00,211,00000211.jpg,00000211.png,light_color,,,,,211_light_color_00.png,211_light_color_00.png
212_rare_crop_00,212,00000212.jpg,00000212.png,rare_crop,,,,,212_rare_crop_00.png,212_rare_crop_00.png
212_rare_crop_01,212,00000212.jpg,00000212.png,rare_crop,,,,,212_rare_crop_01.png,212_rare_crop_01.png
212_rare_crop_02,212,00000212.jpg,00000212.png,rare_crop,,,,,212_rare_crop_02.png,212_rare_crop_02.png
216_light_color_00,216,00000216.jpg,00000216.png,light_color,,,,,216_light_color_00.png,216_light_color_00.png
217_light_color_00,217,00000217.jpg,00000217.png,light_color,,,,,217_light_color_00.png,217_light_color_00.png
220_rare_crop_00,220,00000220.jpg,00000220.png,rare_crop,,,,,220_rare_crop_00.png,220_rare_crop_00.png
220_rare_crop_01,220,00000220.jpg,00000220.png,rare_crop,,,,,220_rare_crop_01.png,220_rare_crop_01.png
220_rare_crop_02,220,00000220.jpg,00000220.png,rare_crop,,,,,220_rare_crop_02.png,220_rare_crop_02.png
221_rare_crop_00,221,00000221.jpg,00000221.png,rare_crop,,,,,221_rare_crop_00.png,221_rare_crop_00.png
221_rare_crop_01,221,00000221.jpg,00000221.png,rare_crop,,,,,221_rare_crop_01.png,221_rare_crop_01.png
221_rare_crop_02,221,00000221.jpg,00000221.png,rare_crop,,,,,221_rare_crop_02.png,221_rare_crop_02.png
225_light_color_00,225,00000225.jpg,00000225.png,light_color,,,,,225_light_color_00.png,225_light_color_00.png
226_hard_crop_00,226,00000226.jpg,00000226.png,hard_crop,,,,,226_hard_crop_00.png,226_hard_crop_00.png
226_hard_crop_01,226,00000226.jpg,00000226.png,hard_crop,,,,,226_hard_crop_01.png,226_hard_crop_01.png
227_light_color_00,227,00000227.jpg,00000227.png,light_color,,,,,227_light_color_00.png,227_light_color_00.png
228_hard_crop_00,228,00000228.jpg,00000228.png,hard_crop,,,,,228_hard_crop_00.png,228_hard_crop_00.png
228_hard_crop_01,228,00000228.jpg,00000228.png,hard_crop,,,,,228_hard_crop_01.png,228_hard_crop_01.png
230_light_color_00,230,00000230.jpg,00000230.png,light_color,,,,,230_light_color_00.png,230_light_color_00.png
234_light_color_00,234,00000234.jpg,00000234.png,light_color,,,,,234_light_color_00.png,234_light_color_00.png
236_rare_crop_00,236,00000236.jpg,00000236.png,rare_crop,,,,,236_rare_crop_00.png,236_rare_crop_00.png
236_rare_crop_01,236,00000236.jpg,00000236.png,rare_crop,,,,,236_rare_crop_01.png,236_rare_crop_01.png
236_rare_crop_02,236,00000236.jpg,00000236.png,rare_crop,,,,,236_rare_crop_02.png,236_rare_crop_02.png
240_light_color_00,240,00000240.jpg,00000240.png,light_color,,,,,240_light_color_00.png,240_light_color_00.png
241_light_color_00,241,00000241.jpg,00000241.png,light_color,,,,,241_light_color_00.png,241_light_color_00.png
242_hard_crop_00,242,00000242.jpg,00000242.png,hard_crop,,,,,242_hard_crop_00.png,242_hard_crop_00.png
242_hard_crop_01,242,00000242.jpg,00000242.png,hard_crop,,,,,242_hard_crop_01.png,242_hard_crop_01.png
243_light_color_00,243,00000243.jpg,00000243.png,light_color,,,,,243_light_color_00.png,243_light_color_00.png
244_rare_crop_00,244,00000244.jpg,00000244.png,rare_crop,,,,,244_rare_crop_00.png,244_rare_crop_00.png
